Cluster,Biden Votes Weighted,Trump Votes Weighted
0,155463.1511227374,228101.0619081279
1,113773.66502233705,266896.4697882722
2,219656.8713559559,192660.48172073753
3,169163.0658038059,166652.63887374446
4,118206.13879285686,182111.12511911747
5,276372.5621534581,139558.91698154344
6,216254.24385144204,206193.18099796245
7,188438.2223102253,225155.5777028995
8,164385.36148788343,173377.0191434229
9,297892.8933705061,178070.27916036732
10,139952.10281369605,219140.62547585607
11,152915.78458415807,204142.4172542834
12,181930.60173979728,209364.5348112787
13,289887.3355911402,167348.67106238642
