Cluster,Biden Votes Weighted,Trump Votes Weighted
0,277444.3497285419,139630.20742075035
1,219501.803468183,192731.3725820045
2,290692.12122203136,166613.53176027464
3,181915.45375814644,209336.97403442056
4,215576.97491503067,206906.51860356997
5,297998.6600098941,179046.9673010925
6,153011.88696125546,204129.3333487321
7,168887.81312196876,166373.4894073007
8,141653.81798196485,218107.41905365794
9,113537.38001038108,266625.91904689156
10,155959.88139374985,227423.49556341613
11,164555.73831937392,173759.81472651838
12,186064.61905176987,226584.3937620347
13,117491.50005770846,181503.56338933576
