Cluster,Biden Votes Weighted,Trump Votes Weighted
0,190733.8323914074,220501.64957776695
1,281584.2521969793,180435.31093023386
2,182271.74173601024,210282.4631350548
3,114207.24328310062,179834.89541785777
4,124686.51307694174,256956.92428314372
5,164413.30548597078,176341.3062605736
6,266858.47990255104,178471.33315261503
7,154096.18890139763,201218.10360993256
8,297188.9583399051,126925.4190734332
9,215473.9593355137,213770.8637503798
10,119556.5623624139,267771.7481604006
11,199544.3385752737,201038.58331754128
12,163022.30894897316,161578.42225729398
13,210654.31546356136,183645.97707377266
