Cluster,Biden Votes Weighted,Trump Votes Weighted
0,259538.56462522893,178825.0018859298
1,190161.6124146485,187833.5061541445
2,105162.45233325922,255956.49717006503
3,163680.66844513192,207414.6821138649
4,310834.60998871416,195489.36626272835
5,318677.3353009715,136339.57036076783
6,117348.0866286617,202317.41915458368
7,180784.18355852168,206877.3196986626
8,173547.182931363,226511.5504107216
9,180061.64181119725,210961.1090007066
10,149937.62226231993,209103.4027599328
11,154225.9839620737,161155.79647511378
12,168038.06164984588,197750.16990644363
13,212293.9940880623,182237.6086463347
