Cluster,Biden Votes Weighted,Trump Votes Weighted
0,141130.11420192668,219022.50232966026
1,181989.9890201831,209483.6464028904
2,118036.47682935708,181885.28840557736
3,276573.2483956303,139842.29784206688
4,216433.47254293744,207318.31037672
5,155141.2818735031,227302.0641576589
6,187266.6219778558,225338.59814381538
7,164549.2046669905,173649.82146162938
8,153035.88321007736,204287.6769261344
9,298723.5831436935,178955.06583666592
10,219390.7457643227,192426.0920301366
11,113595.5508309895,266582.1833580285
12,168834.93023226204,166369.79191991454
13,289590.8973102706,166309.6608091013
