Cluster,Biden Votes Weighted,Trump Votes Weighted
0,175468.89390077855,174923.22040796833
1,203629.90470366942,216659.99858770083
2,285900.92058443173,172913.59646090318
3,114965.82161237039,267478.6286459811
4,265646.2936959845,143923.39724412418
5,153303.4348855092,211747.11822268282
6,163748.28650582206,170937.51498308068
7,253723.03683730258,184667.29428328725
8,150125.3709006403,227694.2565913274
9,182028.15244931736,209613.88322438046
10,218029.46221890245,199764.069058058
11,252400.3521937908,157332.78018896654
12,137004.41053669725,195161.81336593517
13,128317.65897478313,225955.42873560384
