Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215785.64628726937,213864.38239259028
1,268679.0182974085,179295.26212335823
2,182265.64644397376,210265.85471534156
3,153754.4232490082,200865.33759949252
4,281100.6803488712,180168.03603901857
5,164840.12176416614,176803.34854337043
6,113773.50143857696,179236.57847699977
7,299972.30129524245,128714.69247845051
8,199916.00466996862,201397.5084558564
9,161023.7356832785,159564.02995771464
10,119469.02887009016,267566.0776797652
11,124793.84379113316,256899.54653008742
12,207777.52712226208,182775.18951480443
13,191140.52073875058,221357.15549314988
