Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299013.7241181807,177891.67865205312
1,274234.764093158,179297.01531232145
2,167658.5278299976,165371.7423824151
3,148206.97574056362,230363.99034432814
4,151793.6828754403,203648.55682948444
5,223585.80131744663,196276.68530797827
6,275707.739016347,140677.1798027541
7,118999.70695225165,181682.80800135547
8,163126.3867819084,170907.10554496828
9,220831.35988973101,209543.63916197087
10,117603.06143179112,268939.1410063669
11,121757.06304367453,231820.57505782315
12,219397.93432267586,191914.58467542005
13,182375.2725868333,210438.2979207605
