Cluster,Biden Votes Weighted,Trump Votes Weighted
0,223834.41876264685,195661.65139636
1,220314.9269396535,192118.9134553031
2,273526.5736547729,179729.55640381732
3,298019.1952378691,176861.42774200512
4,182340.94240061162,210372.38091200302
5,221641.0712516103,208827.30223717293
6,118414.38257687651,181456.73050173995
7,121528.097593123,232641.49973583443
8,117596.96737148729,268575.95568691014
9,163573.02488809475,171553.11383935332
10,151329.30646105937,202896.8619711601
11,169927.0317431655,167395.8071559822
12,274733.10082878196,140640.16497151472
13,147512.96029024705,230041.63399084343
