Cluster,Biden Votes Weighted,Trump Votes Weighted
0,146440.27869005463,229229.15104633258
1,138259.33747014083,195310.86953628834
2,276724.0982053171,176194.1092096578
3,256842.53565389095,155837.15664530266
4,175320.00918648718,175738.05217520328
5,163629.34573914722,170709.36777614165
6,181981.2710822625,209594.94685833328
7,123265.1750776724,229807.97265483084
8,152813.13226431052,211433.8228256257
9,261780.86259071692,145599.35583343275
10,116812.60928247187,266996.2968170053
11,215528.81934270659,209531.94342834895
12,253314.80877666918,185096.49003659168
13,221579.7166381517,197693.46515690495
