Cluster,Biden Votes Weighted,Trump Votes Weighted
0,298423.0577227442,178420.76232107548
1,219509.9581667865,192798.2821512328
2,140642.90143197475,218898.04677450896
3,155403.8469470256,227874.67940190368
4,187676.62883729686,225592.8595112907
5,153125.54520250522,204333.5390813486
6,276393.86973069276,139373.1664523643
7,168773.86673957735,166288.04097753885
8,181987.89579033878,209477.5867322008
9,118007.0824026257,181956.2089076873
10,289976.10612080345,166945.93975266634
11,216392.21785789364,206726.46293343836
12,164374.5012913729,173484.0317094094
13,113604.52175836198,266603.39329333423
