Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164826.4975669152,176789.91568719273
1,160836.2118601837,159353.55779553443
2,113771.42976463503,179228.90203903257
3,190820.33024230858,220596.8840852936
4,182271.74173601024,210282.4631350548
5,119444.98197978889,267496.8729966879
6,124838.49082903865,257259.5778395307
7,200009.96560449732,201614.24120562797
8,216284.58283501983,214168.82374725715
9,207654.88029663314,182522.8774960421
10,269020.09441039135,179727.11784604067
11,299900.54226226214,128670.39625930705
12,280721.0419145442,179988.09918660857
13,153891.20869777133,201073.27068078952
