Cluster,Biden Votes Weighted,Trump Votes Weighted
0,144568.2332149007,226814.74015862859
1,183109.01078403703,212159.43840086897
2,152709.27202209603,202345.7609491385
3,192734.00351439955,208141.34102862971
4,158312.91965741492,198899.59363331844
5,162365.29108490082,169669.85825366213
6,181431.53323099762,174889.81535460133
7,154614.20585494844,216062.85425166623
8,313033.4071247262,151632.55744272107
9,118964.18116223188,273314.3911972002
10,211736.5761984905,200381.43983394883
11,256770.30806727137,173419.21387766823
12,236878.50617476698,184700.3460304925
13,217064.5519088176,166341.6495874551
