Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164410.69706453246,176213.90695373536
1,119621.16517749708,267826.642507282
2,199476.1852695833,201050.22564200455
3,266156.56967404747,178427.02015539244
4,182412.4770611137,210584.8541531721
5,114556.75183226778,180169.90300109834
6,216492.67643239934,215120.48324037888
7,281233.71891965874,179821.61588917067
8,297359.3409780578,126852.89257411675
9,190637.92486278954,220064.85233109986
10,163151.77382115365,161704.0674385514
11,124220.21599570973,256634.88263006025
12,153883.52197184745,201060.54046649984
13,210678.9809393416,183241.1130174373
