Cluster,Biden Votes Weighted,Trump Votes Weighted
0,182468.62631385963,210666.5772285268
1,223498.56481857496,196361.71073624128
2,117087.07136959648,180266.70502643072
3,297087.4656797878,176675.93601280564
4,274407.17133099993,179130.6772442868
5,163755.389219831,171729.30151531065
6,122142.1704617623,232329.5820731816
7,148254.76372995978,230000.35436078307
8,220566.05749638667,209793.49080269947
9,220495.92786603846,192418.3377196846
10,275390.83713585115,140261.97584395163
11,150814.855513215,202222.11872414802
12,117522.11586641999,268782.7793802299
13,170800.98319771653,168133.45333171968
