Cluster,Biden Votes Weighted,Trump Votes Weighted
0,116826.61162256566,266799.112013789
1,221552.58510962335,197049.6738534486
2,137945.58085240444,195925.49198143874
3,163475.65493354216,170440.69911376326
4,175169.39642233413,174857.1633552899
5,153215.3330568125,211634.04147688742
6,217553.0706627822,209600.83501459067
7,146090.45094781547,228801.69211291935
8,254497.83646251788,156645.85880757245
9,253329.71231229338,185096.99599370325
10,182064.18789915726,209740.36736139422
11,122776.10544137473,230339.372698784
12,264293.17932949815,144844.86992498528
13,275502.2949472784,176996.82629143365
