Cluster,Biden Votes Weighted,Trump Votes Weighted
0,253688.10129692743,185310.70333962672
1,116809.55627126296,267017.78504638607
2,276407.32370314735,176277.69463854932
3,152818.5874471065,211347.0559193629
4,215979.06271535892,209478.33643659705
5,123478.34056641566,230849.07551801007
6,182069.79799849502,209749.91496073196
7,146266.6780843886,228814.76064020145
8,175247.4221092524,175662.35189559142
9,163674.25436809374,170767.01492924278
10,138432.6300092913,195634.7844518972
11,221444.68378339504,197146.0147654064
12,262265.11101152527,145161.69910640238
13,255710.45063533948,155555.80835199406
