Cluster,Biden Votes Weighted,Trump Votes Weighted
0,266414.9281937556,143164.704141126
1,221351.09712396382,207666.17912345292
2,272979.13476289215,179233.09490014627
3,152730.73328097793,210758.77772928996
4,182319.185628917,210327.1427279786
5,137640.81899065006,196044.5077624587
6,175074.30707726345,174742.83096970906
7,255436.14359310133,183315.21113608158
8,222304.0042561874,195329.49239774176
9,163700.16202192372,170723.7002869317
10,146033.50536743941,229787.91174892965
11,121502.43017782061,231797.38506595918
12,117259.7480823112,267361.66205048707
13,249545.801442796,158520.39995970743
