Cluster,Biden Votes Weighted,Trump Votes Weighted
0,319513.7821947085,136358.43491060156
1,118279.94514251842,196178.5552327472
2,161428.9605634361,205559.39811393947
3,307395.30072115175,194442.66183810914
4,115333.2213059684,260893.08292287943
5,186225.34344665,185503.52940913395
6,197737.85326453586,174415.27169699146
7,187569.0217420683,209233.59012256525
8,148947.93533478587,207651.7825248851
9,181011.48859586986,207495.284705227
10,238128.02535409702,178999.78534114183
11,119735.54315757674,252154.82802958973
12,250005.0144579459,190054.36278680782
13,152980.564718687,159832.43236538087
