Cluster,Biden Votes Weighted,Trump Votes Weighted
0,300749.2044495178,129121.75155070632
1,281056.44861729094,180269.6385550766
2,113279.92641592294,178257.54951411532
3,154367.76803679013,201934.08157892444
4,159473.45742340814,158232.90153233535
5,124857.84102307782,257053.62166729872
6,190275.755297059,220545.85915916093
7,165131.40321021722,177144.7059179798
8,119413.09270159442,267422.5187304919
9,207793.9470807961,182569.1300526698
10,215528.06952645516,213292.1253870301
11,199918.7760147205,201322.42961091024
12,270181.5142650412,181343.14948187213
13,182264.7959381082,210263.53726142808
