Cluster,Biden Votes Weighted,Trump Votes Weighted
0,147770.97998534446,194236.42872981206
1,182316.461257018,210370.36387872943
2,117877.12045270216,168862.5519081871
3,200006.4816617027,201757.19873877446
4,214673.51241784776,214368.80252682674
5,148420.1079498442,193454.27753842497
6,164046.3321402862,176278.07605177857
7,190925.77078364385,159633.36129819398
8,191142.1849818408,221455.76850173052
9,304447.08885793755,129201.33559614907
10,119711.28782108107,268012.88738591404
11,295691.90411628556,184718.2839904704
12,282181.3887427856,180051.80592495712
13,125081.3788316797,256371.8579300513
