Cluster,Biden Votes Weighted,Trump Votes Weighted
0,199874.1410265911,201276.56141420218
1,207706.17052551103,182478.01443954487
2,300626.67137644714,129071.48587220522
3,280855.7825877181,180174.5290759456
4,182269.61547134636,210276.66950027112
5,113295.84419024852,178295.7388890713
6,215748.72230884086,213393.31432098086
7,124823.71589211143,257008.0873072679
8,190275.755297059,220545.85915916093
9,119422.41154650977,267448.84139685996
10,270237.6756770829,181348.62073698503
11,154357.77127838507,201909.8385777838
12,165090.92822348257,177088.17942009025
13,159706.7945986658,158457.25988963075
