Cluster,Biden Votes Weighted,Trump Votes Weighted
0,197592.1533025754,174433.50897314626
1,180856.92165068226,207190.87868888455
2,318856.04516318406,135695.98889307247
3,161393.8026874823,205530.34707568295
4,119688.25307944359,252250.60472418444
5,187726.1521795398,208596.96758321725
6,237540.5892377829,180321.2685661269
7,148941.1285877328,207644.30932026895
8,185766.6574786599,185320.31263114334
9,250826.37205819102,189218.71298101358
10,309062.29500784515,195628.51383009108
11,117729.48416688043,196360.29461042857
12,153149.32705115806,160056.81527679056
13,115162.81834884203,260524.47684594896
