Cluster,Biden Votes Weighted,Trump Votes Weighted
0,153178.73635011795,211649.38464112201
1,175234.03805159844,174951.00532508278
2,281621.03564180306,174464.1965681969
3,220036.117903411,199370.2244478204
4,181711.1826935523,208990.6601525047
5,125788.68339420782,228445.63053747715
6,137781.34889918988,195564.1579567743
7,115656.82074384925,265875.7422010111
8,148008.5220036482,228579.7014362717
9,263999.0550767403,145188.77140175964
10,209241.01303860196,213005.37505710367
11,163633.153549244,170787.0822769571
12,253329.83955334197,185394.24022364148
13,255072.45310069353,156506.82777427696
