Cluster,Biden Votes Weighted,Trump Votes Weighted
0,151774.84491367952,228389.16485813144
1,153372.58951215088,198706.00978883612
2,182300.1722811241,210245.20586831903
3,146395.515912515,202395.02966158564
4,125008.39043079935,232081.62606214196
5,211744.7907828239,213649.13903698607
6,318109.0428917635,180466.3804136747
7,163777.3613423223,172891.38427465942
8,116507.8740524792,268880.4225345824
9,128018.45905733261,180357.61467803546
10,281012.65361489635,176205.7127738283
11,222312.2456705704,199640.18565484093
12,283919.57421662915,139472.71603094664
13,200038.48532091334,155392.40836343175
