Cluster,Biden Votes Weighted,Trump Votes Weighted
0,270134.2404392153,181289.13790169935
1,199870.82044942846,201299.9019916903
2,300670.52281773795,129067.36754692318
3,281037.46669557464,180260.64171245613
4,119422.41154650977,267448.84139685996
5,154347.99515908046,201898.09958466873
6,124844.4139309305,257072.35619805925
7,182269.61547134636,210276.66950027112
8,113297.01253734085,178297.92708567283
9,159701.60355939023,158452.09285793654
10,207711.36156478658,182483.18147123908
11,190329.02769967983,220529.0990527316
12,165091.1990207103,177088.8116888712
13,215564.30910826838,213308.8720109206
