Cluster,Biden Votes Weighted,Trump Votes Weighted
0,320235.35393163585,136685.32945861743
1,186401.95760956637,185724.19314408774
2,250236.71491391427,189939.86293580726
3,161410.51649453075,205531.86213487276
4,180891.52260296233,207254.1303468446
5,238399.29583839898,179669.806095947
6,149051.41188918546,207819.40234182635
7,152890.24408367166,159659.87821599777
8,119373.51251987342,252208.30564314654
9,118071.09865191311,196075.5516837815
10,306700.63673562097,194074.05824732844
11,115183.69228203456,260373.77543362268
12,197770.7346227939,174490.19232900997
13,187675.30782389804,209266.65198910979
