Cluster,Biden Votes Weighted,Trump Votes Weighted
0,285766.06539500307,175416.41727998108
1,150935.46929695972,202257.00219745893
2,151631.05247691905,228228.93324777303
3,115321.52858470459,267797.41746903455
4,126747.62842372459,227935.52297184354
5,297510.4355738564,176497.78449063216
6,170210.83190088382,167580.26128436613
7,182287.21473298076,210169.8223053304
8,206099.41557104606,215875.8226724179
9,117370.0216994139,180711.86110994528
10,220049.2315620803,192660.00881060096
11,275574.16713039373,140131.8971278067
12,220589.94919813733,200956.83041963525
13,164198.98845389625,172553.41861317388
