Cluster,Biden Votes Weighted,Trump Votes Weighted
0,151632.91784760807,203326.04349915605
1,214829.54109489766,211300.0127256507
2,123915.87823201212,230811.88792158465
3,278276.0384209106,176546.2123812897
4,218779.13149579454,191534.80699473977
5,116968.43016788778,268438.096759287
6,182281.02302234428,210235.57587202074
7,299585.0366132235,177213.65483945326
8,149219.02343385507,229598.48251730623
9,163655.81776036744,171729.79570388392
10,119502.08996799671,182451.23532096925
11,168133.65379435505,165806.06740737858
12,274905.9825819493,140720.53316009068
13,222607.43556679753,199060.59489718924
