Cluster,Biden Votes Weighted,Trump Votes Weighted
0,182003.8566679017,209523.79172120884
1,219643.64601760835,192520.9724640535
2,290094.2825372619,166510.0205518135
3,187257.96791836867,226177.17079926943
4,276518.2464118662,139537.85740033665
5,152801.24912498187,203950.92138152546
6,215998.1531115379,206972.27283109704
7,298260.09292632394,178799.36550397926
8,113654.71224956494,266843.322929835
9,168578.79568315737,166134.96919466413
10,118321.23675324894,182197.13264263264
11,164670.05620908784,173806.4293541792
12,141009.57083564272,218587.00322774737
13,155480.13355344735,227211.76999765777
