Cluster,Biden Votes Weighted,Trump Votes Weighted
0,289903.34613593266,166252.41989935708
1,277291.40471573686,139494.5629268594
2,113638.86167915045,266846.7795247559
3,164656.01318978888,173802.4942205981
4,117659.62339181518,181632.32065151347
5,187241.1397468393,226622.6086394748
6,141307.88047953925,218551.81188718198
7,219451.41223056804,192747.66227018618
8,297807.9891271502,178662.16145560116
9,215688.45423831002,206801.56138233293
10,168884.09993185685,166393.0351955087
11,152854.97023647296,204011.7364017152
12,181975.27306682884,209456.10463369088
13,155931.53183001018,227497.74091122404
