Cluster,Biden Votes Weighted,Trump Votes Weighted
0,307227.69863581884,194205.62530769766
1,248603.16407465382,190609.38692326873
2,152905.99221758964,159794.40417077343
3,187761.83534902803,210061.39684871136
4,320037.63094089413,136759.66536179787
5,115282.9516302801,260643.74807774887
6,239670.94830008404,178934.47136631646
7,181022.18110820235,207517.56242467213
8,161178.84850855346,205287.71271735072
9,148849.70927553772,207499.77761145387
10,197709.31716837693,174848.0485123527
11,118285.70932596936,194421.11101506028
12,185401.9984218425,184915.8860045362
13,120354.01504316872,253274.20365825947
