Cluster,Biden Votes Weighted,Trump Votes Weighted
0,114812.01092961777,267154.77718439983
1,128429.6851250628,225972.83964897782
2,153288.5939352816,211727.74990838164
3,252666.05300969104,157124.91943731037
4,203755.345903223,217158.22062100642
5,163756.90370914782,170946.15933219716
6,253464.86931974447,184713.32092329444
7,182028.15244931736,209613.88322438046
8,150121.53520293353,227627.64960265122
9,137263.1554318141,195381.62320255683
10,175350.0545878303,174811.80762990876
11,217821.77263761635,199495.89675559502
12,285868.11237273505,172831.7438233492
13,265665.75538598455,144212.40870599062
