Cluster,Biden Votes Weighted,Trump Votes Weighted
0,222038.83034221115,199346.85652577528
1,124268.22391673908,230068.1474607417
2,118969.9618945647,181680.56299097018
3,182159.72829775,209949.326462319
4,275233.77687030204,140720.81583587782
5,151783.37364056293,203626.02343582688
6,116727.74767487803,268332.62502545165
7,150010.92175852865,229871.06291349992
8,167884.09284137233,165595.33983773366
9,299308.7716686213,177922.3359507254
10,279770.13590666634,175930.78621176982
11,163606.58925869555,171693.97652200746
12,219669.86623719224,192001.5762210118
13,212859.97969191536,212033.5646062893
