Cluster,Biden Votes Weighted,Trump Votes Weighted
0,119313.32585621563,182229.39731660392
1,274734.91901641345,177678.43602862355
2,219582.0616304316,210862.2858830314
3,182419.2322227312,210532.9896325169
4,148774.85838998653,229939.56342026746
5,222499.98931076517,196675.77634305714
6,167946.68112945222,165632.27496877077
7,300352.4598631482,176742.9928768019
8,151525.55396099744,203159.47366313043
9,117386.6149836203,268995.79908183165
10,163693.98997351434,171754.66197332254
11,274267.68010455876,140842.36334517229
12,219025.0285885396,192225.79754513776
13,122769.60496962526,231501.1879217321
