Cluster,Biden Votes Weighted,Trump Votes Weighted
0,182006.73485893765,209532.123768407
1,298256.39846011397,178422.73261755536
2,168998.6978808531,166502.28104378647
3,289984.09426010936,166496.0239776688
4,155335.70519784614,227613.12455679235
5,117816.71602549925,181789.8690345615
6,216553.43311707416,207336.33301882286
7,219383.550727227,192651.68930117768
8,153147.39874985785,204356.26743213122
9,187136.65687108645,225658.8553573933
10,164512.00396414913,173684.75585188816
11,113595.46468400177,266599.7671877684
12,140975.33054750666,218695.62827611945
13,276589.81465573725,139433.5485759272
