Cluster,Biden Votes Weighted,Trump Votes Weighted
0,324675.4248390237,140183.7591839645
1,123857.42821099631,259391.17439384272
2,119944.99851752183,268781.628529289
3,203734.57650743806,203344.89268458457
4,106963.48241669669,168764.97910403728
5,217687.45324233407,215432.35824113767
6,182469.56558161887,210744.36924981643
7,261344.26092390245,162914.57817238747
8,182516.99317201294,188108.6817613868
9,197143.52057259288,222827.7168772757
10,281749.89645686373,181115.68373933085
11,165808.83775838226,162647.60832248835
12,152009.014493618,197368.7121679149
13,164386.547306998,177146.85757254355
