Cluster,Biden Votes Weighted,Trump Votes Weighted
0,239179.12836481648,177336.60262060215
1,148947.59930892676,207645.81652208586
2,320266.602117571,136909.40351744142
3,115645.49723197566,261365.47211445533
4,185961.6553452471,185137.39184720218
5,197601.19850007046,174471.3095674649
6,152631.56709410192,159346.7128271367
7,248950.75273082394,191449.72436563962
8,161411.47316366958,205528.89205386702
9,180994.37416153538,207464.568112631
10,306632.56233781617,193975.38103412613
11,118435.6095314089,195545.38319850265
12,119756.46737723067,252392.09151046988
13,187877.5127348057,210204.25070837498
