Cluster,Biden Votes Weighted,Trump Votes Weighted
0,120055.72720287181,252244.49613986912
1,148912.25949720028,207578.00402885347
2,197705.5730257569,174447.80695268392
3,250404.64122129284,188977.12112365378
4,186391.6017812071,185680.43580942813
5,180847.34948133814,207170.00795045335
6,187533.82155877465,209132.9097587372
7,237449.87685299988,179970.37537853437
8,319755.856259593,136492.6134649031
9,115148.86682290967,260539.66581259688
10,117909.21333907584,196302.78925602458
11,307581.2538783115,194593.43230920294
12,161513.8134145901,205692.48820122893
13,153082.14566407795,159950.8538138301
