Cluster,Biden Votes Weighted,Trump Votes Weighted
0,120291.88005659799,252133.68349208703
1,307163.0181185591,194096.9691411248
2,180908.14020301952,207285.15785561944
3,320238.79976914625,136948.21644869438
4,249708.3517432469,189982.6922229028
5,115162.26262080186,260580.8148150567
6,149002.5566720538,207733.3127634319
7,161628.2115719621,205793.91254953202
8,117442.83087630401,194465.49333330052
9,153307.9925687152,160339.25989749227
10,187488.99229540108,209986.4715689768
11,238380.4471184133,179674.61606638366
12,186027.8578801987,185328.0696224017
13,197540.65850557986,174424.33022299575
