Cluster,Biden Votes Weighted,Trump Votes Weighted
0,161082.7208516506,200971.24315953208
1,169419.07059003448,166867.0116229372
2,299262.34468035825,176740.19269871002
3,154901.61618018738,228857.0515273963
4,152034.05562617912,203285.53567234348
5,184295.30861861756,214859.58537152226
6,120256.02284283406,280794.2224396228
7,215497.26737693092,208512.22791209776
8,117848.45565057786,181732.74093274635
9,164160.88647523965,173017.26336227235
10,260407.99515003443,176999.6655802722
11,218862.60705605784,192597.07914020616
12,190978.67091438972,213566.05688711966
13,275284.9779869078,139973.1236932211
