Cluster,Biden Votes Weighted,Trump Votes Weighted
0,306510.26653508877,193835.8401858255
1,240562.41118699778,177841.31695302582
2,187953.59305954556,210396.9673347111
3,118610.6961011854,195169.33718021266
4,115869.50687593207,261975.71686763086
5,119971.21782112624,252420.76619416516
6,197619.14163429363,174503.73337531876
7,320363.3046599437,137052.64329299686
8,161075.02805098952,205151.56088970366
9,181021.47235331437,207515.63121307758
10,148876.4785496437,207552.73050066188
11,152740.96355038095,159536.99150321013
12,247343.5918313627,190846.91368909876
13,185774.32779019533,184972.85082036103
