Cluster,Biden Votes Weighted,Trump Votes Weighted
0,218354.36835229263,199532.211230509
1,114856.71848749123,266968.8455288349
2,152973.74351797943,211111.50572208787
3,127747.98101537558,226036.302373402
4,149912.70918187348,227688.9623022427
5,137179.64760707016,195679.1988416683
6,250584.84751615822,158437.0849694665
7,163775.6699103737,170966.47885568213
8,182181.12006713034,209931.7060848912
9,204772.20545455182,216645.3748345045
10,285536.29003652016,173696.03130368175
11,254516.8772635051,183780.5793067995
12,266712.89693548565,143810.71631609683
13,175186.9246541922,174488.0023301326
