Cluster,Biden Votes Weighted,Trump Votes Weighted
0,285345.84396619396,173478.92606760652
1,153611.73169178746,212323.1780121426
2,265924.31562237313,144022.35081000943
3,127912.16208608921,225823.97265988952
4,114796.08353964193,266762.45702855685
5,182115.09035698354,209799.62288911894
6,149943.11676160753,227933.15670514942
7,253677.24770782044,184664.51553685023
8,252268.06520519068,157316.8922397987
9,175555.9541265437,174959.08913413764
10,218208.06446351414,199664.9818266256
11,136578.16111372947,194506.56656458246
12,163738.40255554733,170919.6944933721
13,204617.76080297714,216597.59603215978
