Cluster,Biden Votes Weighted,Trump Votes Weighted
0,320104.1587847604,136786.7312586382
1,115416.57005506875,261117.8945407942
2,185554.61601569896,185028.11978321904
3,118451.01029375479,195164.1031437689
4,181011.48859586986,207495.284705227
5,307133.4094462867,194152.104657571
6,161231.66030708406,205335.93525813922
7,152928.24862245272,159814.09204184252
8,148878.94835197358,207544.6138779551
9,120102.82928685367,252356.62200784503
10,197683.48799315124,174608.75080163218
11,187663.0384903998,210044.39375645245
12,239965.92796359892,179350.9557029776
13,248166.6057930462,189973.39846393734
