Cluster,Biden Votes Weighted,Trump Votes Weighted
0,300918.90520271304,129291.8357946093
1,119413.09270159442,267422.5187304919
2,215527.50871546095,213294.08339271712
3,154355.5667457105,201914.94208577814
4,199779.62854419963,201129.05882119393
5,113305.288426086,178282.4469348059
6,159435.55994103831,158192.80148570152
7,207461.69605929047,182152.37108086498
8,281067.6343925881,180274.94026590657
9,124802.56122884508,257014.7411360983
10,190260.34590184502,220555.0459774353
11,165187.24970248714,177203.1934340829
12,270512.1665000328,181781.48359888582
13,182264.7959381082,210263.53726142808
