Cluster,Biden Votes Weighted,Trump Votes Weighted
0,290000.37340628385,166345.53318865848
1,277323.6177772997,139513.6635322863
2,181975.27306682884,209456.10463369088
3,152840.22538600417,203984.70908526488
4,215726.92485681546,206790.46026841714
5,219280.71889024662,192645.38915289784
6,164664.76189341708,173819.6629893088
7,141291.71258663066,218641.2480783719
8,113644.58748815101,266846.570458408
9,117692.19995363659,181685.5095565557
10,168866.2702416825,166367.99626625725
11,155975.56503056106,227651.08082076744
12,187117.03716841957,226364.9864703972
13,297892.73225402256,178660.08549871796
