Cluster,Biden Votes Weighted,Trump Votes Weighted
0,280483.5200876673,179370.49500353006
1,268825.11203635257,179906.40165376113
2,125423.93400734842,258121.95531325045
3,297656.94347663317,127378.4967265947
4,209279.67722905334,182869.20615729058
5,164784.2001496053,176729.14263322644
6,215791.0499483912,213995.55308739192
7,119574.84514401076,267527.3122207211
8,161909.90324998597,160469.90154941232
9,154022.58126523506,201232.21286450519
10,114146.3091661867,179605.4614242627
11,190452.6359852448,220308.85039317072
12,199769.9556263456,201188.61342521248
13,182171.33262793947,210069.39754767
