Cluster,Biden Votes Weighted,Trump Votes Weighted
0,204938.34518012928,216866.4102773648
1,219206.71417113146,192693.0703782891
2,163926.74405633658,172212.82709191128
3,182350.911486321,210323.91421412013
4,275210.7445257667,139916.33089114743
5,298881.8858509058,176549.2333476819
6,169441.63869650048,166898.6104300497
7,128081.0914193947,227965.55906702916
8,117527.85031645652,180910.5556127926
9,151327.78685716915,202746.4548692543
10,115240.22466579516,268256.34730380285
11,151933.90392106207,227888.31466645942
12,285863.4422314165,174185.19550613282
13,220360.7166216143,201360.1763439643
