Cluster,Biden Votes Weighted,Trump Votes Weighted
0,290011.9148443407,166383.7027090441
1,298009.91314375965,178625.08318471955
2,117665.796340282,181665.556416518
3,164613.9311904833,173755.95949588207
4,216026.00904601268,206972.68771238174
5,152893.50207832333,204055.04682513548
6,181983.92196997453,209470.82384933656
7,187139.74878779886,226334.69161820895
8,141226.01610852225,218625.79265120695
9,169084.60790645715,166576.07535506543
10,277055.512610782,139464.61633012665
11,113627.07005384745,266800.6967638718
12,155658.80337115977,227437.4440648099
13,219295.25254825602,192604.82302369262
