Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216126.01716838928,214102.53080455758
1,153896.94020842286,201089.75202611912
2,269808.03253756097,180097.85567268956
3,182265.64644397376,210265.85471534156
4,164846.6120062328,176819.42106840044
5,207255.6161357365,182355.3438366739
6,113721.9811570004,179120.09973508926
7,190945.13642044138,220863.88745534138
8,124852.01273288373,257235.35347583436
9,280784.0395328762,179901.18332590946
10,160727.9442411186,159245.47565664508
11,299643.11910847516,128638.30728272736
12,119520.97654927634,267638.11712357355
13,199897.9257576117,201399.8178210972
