Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216333.57324649146,214030.62325942918
1,161517.3724710844,160065.473850675
2,298535.6077665621,127670.34249224489
3,182269.61547134636,210276.66950027112
4,124942.44252970089,257350.02661040495
5,199998.16349451835,201603.29506532385
6,113915.74506491744,179422.47758194638
7,280523.4137316843,179898.23723484267
8,153803.66619813736,200933.51047058328
9,268731.7460702922,179501.7932232938
10,190852.5767981976,220686.96796083738
11,208613.75558455108,183037.7280500371
12,119465.05984271754,267555.2628948356
13,164789.2617297985,176740.59180527457
