Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299007.8804773573,177732.78255219958
1,116785.2636491601,268715.3733265219
2,280108.2650673919,175766.4609462359
3,124688.12821316483,230425.31619376474
4,167590.94152293156,165334.57644134513
5,182237.62710734125,210129.23991013019
6,150171.44169757114,229641.71240399533
7,221853.7258396272,199053.7992505977
8,151931.25315023796,203769.4233427247
9,219885.72349229298,192209.07635322429
10,275316.4862509959,140546.44155484205
11,163298.84776222822,171277.85095317214
12,119103.60698269503,181948.55937735894
13,212312.8087870043,212222.38739388727
