Cluster,Biden Votes Weighted,Trump Votes Weighted
0,267480.84215653676,178770.49892519976
1,182328.33637643734,210408.02038309965
2,215911.05988995722,214095.86952031165
3,200034.68316386285,201628.45614546433
4,114052.16912829671,179597.8127929419
5,153914.8728217959,201041.6023330532
6,124589.2284628067,256860.76729034737
7,164654.84120235892,176595.7660572787
8,297027.0307634131,126589.66841612298
9,119557.20637844852,267734.01203022705
10,162367.38029707802,160937.32557997742
11,281189.40288362984,180122.38983711854
12,210449.81003892553,183886.5861146777
13,190735.13643645227,220504.22457417962
