Cluster,Biden Votes Weighted,Trump Votes Weighted
0,151380.88984967163,228921.3747824631
1,167655.04288589413,165395.08552100914
2,299318.109415296,178293.99523201396
3,151738.6492795758,203474.7078537031
4,208854.37186741421,214876.4184408759
5,125737.40099296902,229063.87902093053
6,219009.96534433143,191717.42587368697
7,115910.26202626381,268152.5137830983
8,275754.75240810507,140259.5889458899
9,283630.4850073241,175633.4484318125
10,220890.2329520842,200050.09711480062
11,163425.43230290437,171461.64960401962
12,182113.96883139943,209784.59064603265
13,118872.43683676646,181688.22474966355
