Cluster,Biden Votes Weighted,Trump Votes Weighted
0,190455.35906637055,220279.55820407838
1,199776.60923965918,201199.41230927012
2,125033.1980516831,257535.60926902958
3,267708.85654524196,179262.8814591418
4,114192.655474018,179710.5336338153
5,162310.466010048,160889.7104987545
6,119575.64589536573,267499.4911813784
7,216608.88668065934,214938.15396368064
8,298118.5004590426,127576.44381377356
9,280110.9946983145,179061.4305301048
10,164631.93697545512,176575.4854544519
11,209555.19472832372,182895.39138837362
12,153982.40323311044,201158.9229487197
13,182231.29294270749,210189.97534542752
