Cluster,Biden Votes Weighted,Trump Votes Weighted
0,118859.28121487085,181811.11023409295
1,285643.31946502556,175160.12061014285
2,182290.14754457833,210178.19191703261
3,219404.26046716594,191747.69851670403
4,220212.45305563151,200375.35120389183
5,163813.28394736524,172008.59506944282
6,206411.8015455207,216260.40195894337
7,151835.57558630672,228145.9495145048
8,168639.1632177009,166262.23762803045
9,115482.41670547538,268274.8524335512
10,126859.3656408955,228423.82166544115
11,298269.6009384578,177320.53922831983
12,275256.3326390231,139919.91889834983
13,151314.99803198216,202884.21112155204
