Cluster,Biden Votes Weighted,Trump Votes Weighted
0,197153.4633107524,222869.33760597327
1,152514.91037367267,198092.46047034996
2,182452.03493293663,210696.87098793284
3,164160.39577704278,176949.16952010329
4,326453.51879220473,140716.18581309597
5,161921.65392286502,159542.32240132487
6,123967.79328056927,259483.33181494338
7,185377.12463197144,188607.4331520397
8,282459.81083885895,181595.9128529005
9,119876.49461629224,268663.26679088594
10,216767.14106568132,214681.6424436939
11,203562.48214807358,203403.00342044697
12,110955.45614301678,172571.56822875753
13,256669.72016606186,160900.49449755164
