Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215686.8290280123,213248.27381223705
1,299833.87102411746,128719.07463041044
2,119245.17281428055,267131.85380280786
3,164988.6815636715,176962.03682807242
4,113704.80066257871,178883.01057094624
5,124821.58847836309,257134.97186665746
6,281063.64331733953,180446.65053394425
7,154204.1074295018,201617.38734711707
8,207528.72417309086,181971.35179267122
9,160575.3533349946,159242.42906853373
10,199958.44898527,201383.824814557
11,270056.78288062953,181114.62215796593
12,190314.76606929392,220570.0414835325
13,182309.23023885585,210347.47129054656
