Cluster,Biden Votes Weighted,Trump Votes Weighted
0,186423.47118147137,185731.1572468979
1,118141.35735271889,196123.41466188675
2,148975.61272165307,207697.95205663712
3,238024.5027898953,179772.18100385816
4,119750.4988785507,252221.90258713736
5,307638.1568078819,194607.45708251485
6,250210.1037129944,189634.5547175862
7,115159.13738668869,260438.07408766
8,319444.96950211935,136272.01387809042
9,161433.12907124904,205562.1379685557
10,152981.26771147776,159802.21406460638
11,197615.4367547032,174359.83225250558
12,187563.5810447482,209217.26378332617
13,180930.7750838478,207332.8446087372
