Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216141.1227539131,214105.98559418065
1,124859.94315402875,257286.3594599707
2,153881.87170475014,201066.63489292594
3,190924.9842449315,220808.8934341579
4,160799.2778395553,159322.39214577797
5,113775.55910690408,179229.3868000584
6,299955.16860095074,128726.89805187487
7,199916.2217091456,201427.07098986759
8,119532.56337800181,267653.4750052609
9,269284.9192472513,179856.53044285855
10,182265.64644397376,210265.85471534156
11,164849.13249087418,176824.3204897821
12,280759.8507946032,179867.37148375355
13,207345.73853111625,182331.82649418915
