Cluster,Biden Votes Weighted,Trump Votes Weighted
0,320687.72658813716,137612.5297725561
1,101182.3824613931,244509.62966093383
2,162829.90421958762,206813.55050805293
3,117491.66314978767,202409.36540607086
4,149918.84859770327,209145.48610340452
5,189407.4395758957,187152.1470506088
6,179357.94113726765,204761.36525849957
7,200409.2010287104,177792.20483843453
8,154532.12305085204,161800.47628925118
9,308540.3651449541,195628.2214756087
10,212420.53998269036,199545.54748437108
11,188181.29392657612,215033.16563305462
12,110718.68516921879,237528.99934288822
13,288613.88596722565,179040.3111762649
