Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164631.65525677134,177187.90571929223
1,216377.45787673016,214349.02112101126
2,182328.33637643734,210408.02038309965
3,303874.7376771014,128982.03197164259
4,147615.2775119045,192667.60162744252
5,148478.25815307655,194884.88547807775
6,199743.40656792175,201342.6604839731
7,119467.97607091663,267504.7701614439
8,190790.65891980607,220651.3344229584
9,124681.5810906634,257064.5165566941
10,280696.1257716983,179837.1677978133
11,117979.87730474393,168829.78242348466
12,296073.0983813264,184818.28556673016
13,191553.55304090198,160245.01628633612
