Cluster,Biden Votes Weighted,Trump Votes Weighted
0,105998.19417220996,256100.98024319942
1,256013.8896871716,177908.72911757464
2,163972.36827392422,207471.2396498374
3,154328.48737105963,161101.99916785737
4,214403.70946103806,182236.28888156137
5,191964.4055362592,188806.93632571393
6,150084.97410960915,209233.6614693597
7,180307.60041824784,205931.69601365968
8,178590.8648104892,210966.7186477193
9,312564.31510908715,196547.96868828396
10,317223.9602779046,136215.32455330648
11,171840.28480296233,196006.58971924285
12,170528.17503290914,227121.8498348795
13,116470.7709371276,203123.0176878042
